Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_yaw_joint,head_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint
34,-1.08091552,-0.411920575,105.979741,0.590967591,3.39128726,0.0205639092,-0.796708696,0.492532625,0.271565813,0,0,0.227951907,15.3865618,-23.5864822,68.2274631,-8.83682105,-6.30939109,-18.1526877,-3.81560535,-20.4732974,38.7991969,66.2282599,8.17344491,-4.14513765,15.5044048,-10.7623137,4.12628334,0.881889159,11.1068071,-3.61164054,-4.45309764,-12.1225416,-4.06984079,-9.74987477,17.1718503,-7.93499703,1.76710323
35,-1.08006028,-0.418725144,105.975199,0.597485195,3.38979177,0.0239680944,-0.780691423,0.478143284,0.265443589,0,0,0.209313428,15.4716421,-23.7736465,68.1965497,-9.03878036,-6.27614642,-18.2015662,-3.77862927,-20.4605949,38.7166712,66.2333484,8.20614529,-4.19861248,15.5760961,-10.7602074,4.12096091,0.88066805,11.1110982,-3.63011107,-4.45906381,-12.1210714,-4.07704834,-9.76095846,17.1797084,-7.94391384,1.8067306
36,-1.078662,-0.416673254,105.984509,0.588463642,3.38859594,0.0226947529,-0.76748792,0.491325496,0.270238916,0,0,0.208301253,15.4601639,-23.7433614,68.2029223,-8.9943329,-6.28944267,-18.2098939,-3.77134274,-20.4686016,38.7295939,66.2404723,8.18981773,-4.20114947,15.5565669,-10.759597,4.13130737,0.880552844,11.1086957,-3.62455941,-4.45554883,-12.1241091,-4.06562357,-9.76092687,17.185719,-7.93279258,1.77675141
37,-1.07731204,-0.416861707,105.996728,0.588746435,3.38673262,0.019560999,-0.762788803,0.488027582,0.275016126,0,0,0.231425432,15.4337926,-23.6682379,68.1957096,-8.90892565,-6.27099988,-18.1646729,-3.77634713,-20.4699045,38.7664701,66.2608741,8.17820896,-4.20564245,15.5547911,-10.7625067,4.13420508,0.879900934,11.1185841,-3.59789905,-4.49456415,-12.1246137,-4.0627105,-9.74782059,17.1861818,-7.91417007,1.77198095
38,-1.07674552,-0.421484234,105.99407,0.597633459,3.3865571,0.0206370211,-0.754405279,0.477257387,0.27952776,0,0,0.234168073,15.4271553,-23.6441581,68.1932302,-8.88427379,-6.27061141,-18.1805719,-3.7518609,-20.4667797,38.6992508,66.2623221,8.18916715,-4.22075937,15.6230571,-10.7640247,4.12710424,0.877164323,11.1219701,-3.59933638,-4.48957982,-12.1224178,-4.06984207,-9.74766093,17.1791654,-7.92000562,1.77945969
39,-1.07536539,-0.427419553,105.98743,0.598056379,3.38537355,0.0258497768,-0.73539014,0.466815095,0.28351056,0,0,0.203737966,15.4813802,-23.7900509,68.1928067,-9.03981428,-6.26837409,-18.1835123,-3.75911371,-20.4674627,38.7422297,66.2971287,8.27027735,-4.2741279,15.5835137,-10.760531,4.12867988,0.873342725,11.1155241,-3.6061401,-4.46410321,-12.1212439,-4.06883077,-9.75543198,17.1869262,-7.93116273,1.80293814
40,-1.07685328,-0.428599492,105.986118,0.596476002,3.38414637,0.0267477453,-0.749467106,0.466917014,0.282572076,0,0,0.205144452,15.5093464,-23.8428261,68.1798567,-9.09124389,-6.24588655,-18.1887033,-3.74153665,-20.4595175,38.7291465,66.3189648,8.26218785,-4.30392503,15.5867905,-10.7589584,4.13171889,0.878522463,11.116506,-3.60694606,-4.48386765,-12.1227363,-4.066637,-9.76382714,17.1903345,-7.94076171,1.76206853
41,-1.08005609,-0.42440542,105.992484,0.586276849,3.38096563,0.0255642115,-0.760159874,0.483581769,0.295104486,0,0,0.239827632,15.4073666,-23.5755112,68.1994594,-8.77341043,-6.26131082,-18.1940137,-3.74314473,-20.4553118,38.7277088,66.3524669,8.29462954,-4.32352469,15.6247851,-10.7583829,4.14290289,0.865894084,11.1109334,-3.60287484,-4.48278677,-12.1327886,-4.05649929,-9.74868802,17.2094232,-7.93311446,1.73561105
42,-1.07915476,-0.426133024,105.997789,0.592140874,3.38079625,0.0205417496,-0.753480483,0.473462523,0.302356573,0,0,0.268008886,15.3219397,-23.3329098,68.2294985,-8.47592069,-6.27412725,-18.1866388,-3.7438952,-20.4328695,38.7495824,66.3997045,8.299654,-4.33064174,15.6231459,-10.7618416,4.13934223,0.868380326,11.1187949,-3.5861968,-4.49206643,-12.1289671,-4.05960575,-9.74818003,17.1972842,-7.92638331,1.74092269
43,-1.07890656,-0.42981701,105.996501,0.598387483,3.38038171,0.0182324801,-0.756928127,0.465097303,0.306287,0,0,0.262545028,15.3274397,-23.3358587,68.2278251,-8.45759529,-6.29775501,-18.222552,-3.73322815,-20.4343568,38.7368305,66.407409,8.33582241,-4.3351518,15.6474665,-10.7611415,4.13180512,0.873296355,11.1213691,-3.5854617,-4.50259987,-12.1261915,-4.06793047,-9.7484575,17.193292,-7.92294174,1.78641837
